,X,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,ArtistFamiliarity,Hotness,end_of_fade_in,key,Loudness,mode,mode_confidence,rank,hit
4819,4819,0.378,159.824,4,0.157,express yourself,1989,0.373912451,0.23910454,0,1,-8.831,1,0.556,55,0
4820,4820,0.266,115.014,4,0.518,promises,1979,0.80418875,0.5532567,0.084,0,-10.248,1,0.32,82,0
4821,4821,0.708,71.921,5,0.213,all right,1983,0.675185226,0.124244436,0.328,2,-7.744,1,0.77,70,0
4822,4822,0.485,115.504,4,0.824,get ready,1970,0.709227648,0.633353703,1.379,4,-12.418,1,0.433,8,1
4823,4823,0.498,121.817,4,0.98,hold on,1995,0.629133197,0.411033832,0.212,2,-8.936,1,0.422,52,0
4824,4824,0.581,160.292,4,0.709,make it happen,1992,0.404263336,0.305321467,0,11,-7.04,1,0.331,42,1
4825,4825,0.031,140.985,4,0,piece of my heart,1991,0.598985507,0.40411691,0.108,6,-5.982,0,0.384,84,0
4826,4826,0.948,86.659,1,1,dangerous,2008,0.641229466,0.40042194,0,11,-4.562,1,0.612,29,1
4827,4827,0.758,96.958,4,0.781,thank you,2001,0.484343035,0.349906197,0.334,7,-5.103,1,0.69,8,1
4828,4828,0.322,88.763,4,0.522,hold your head up,1972,0.677586316,0.431238722,2.479,0,-12.551,1,0.454,50,0
4829,4829,0.358,95.932,3,0.989,crying time,1966,0.533799551,0.411362037,0,9,-9.109,0,0.458,52,0
4830,4830,0.174,172.481,4,0.317,angel of the morning,1981,0.446720227,0.328975123,0.09,1,-7.767,1,0.195,25,1
4831,4831,0.636,134.667,4,0,get it on,1972,0.54958297,0.43233482,0.136,5,-7.585,1,0.503,56,0
4832,4832,0.681,112.679,4,0.421,lady madonna,1968,0.373754891,0.361768648,0,9,-11.76,0,0.556,60,0
4833,4833,0.469,127.573,3,0.936,hella good,2002,0.409915782,0.328519255,0.09,0,-5.48,0,0.485,59,0
4834,4834,0.319,155.753,4,1,second chance,2009,0.707085867,0.454268371,0.423,0,-11.339,0,0.423,26,1
4836,4836,0.245,163.755,4,0.77,heartless,2009,0.852699664,0.661349364,0,1,-8.024,0,0.563,9,1
4837,4837,0.099,135.318,3,0.949,kiss from a rose,1995,0.609343978,0.472001696,4.946,0,-12.365,1,0.412,4,1
4839,4839,0.549,135.981,4,0.576,talk to me,1986,0.502391862,0.361526479,0.177,9,-5.697,1,0.251,57,0
4840,4840,0.367,146.691,1,0.417,dark lady,1974,0.801116567,0.579194025,3.767,8,-13.246,1,0.419,33,1
4841,4841,0.676,199.64,4,0.368,shake,1965,0.472954296,0.336637591,0.061,0,-3.375,1,0.411,66,0
4842,4842,0.817,97.953,4,0.428,round and round,1991,0.610799162,0.479162121,0.223,11,-5.993,0,0.695,81,0
4844,4844,0.03,111.951,4,0.759,magic carpet ride,1968,0.55678903,0.48954045,0.281,7,-3.442,1,0.36,62,0
4845,4845,0.601,68.261,4,0.621,always,1995,0.752058096,0.48637051,0.218,0,-8.261,1,0.209,17,1
4846,4846,0.723,63.345,5,0.532,run to you,1985,0.626957723,0.434859589,0,7,-11.895,1,0.658,66,0
4848,4848,0.095,128,4,0.247,circus,2009,0.947327507,0.60725728,0.287,1,-6.628,0,0.306,27,1
4849,4849,0.566,110.877,4,1,revolution,1968,0.54858513,0.383524247,0,7,-11.324,1,0.534,78,0
4851,4851,0.567,134.101,4,0.322,i like that,2004,0.469634943,0.253875521,0,4,-4.774,1,0.32,52,0
4852,4852,0.488,150.777,4,0.529,hotel california,1977,0.511024641,0.388625335,0,9,-9.273,0,0.565,19,1
4853,4853,0.833,126.917,4,0.713,you got the love,1975,0.566024302,0.384601686,0.879,1,-12.393,0,0.703,84,0
4854,4854,0.671,104.514,1,0,drift away,2003,0.541947045,0.362455907,4.476,4,-12.253,1,0.636,19,1
4855,4855,0.622,125.011,4,0.135,young turks,1982,0.517744678,0.362470033,0,11,-3.781,0,0.639,48,1
4856,4856,0.695,140.055,5,1,get off,1978,0.40319036,0.300200536,0,1,-3.326,1,0.569,85,0
4857,4857,0.311,90.472,4,0,missing you,2001,0.525196904,0.393545207,0.09,11,-11.223,0,0.452,49,1
4858,4858,0.815,131.373,1,0,so much in love,1994,0.470890895,0.356151375,3.117,9,-8.387,1,0.786,28,1
4859,4859,0.371,115.344,4,0.667,even the nights are better,1982,0.722419472,0.457559725,0.259,5,-7.268,1,0.368,37,1
4860,4860,0.524,141.914,4,0.526,you and me,2006,0.627090462,0.425167118,1.048,2,-4.318,1,0.697,83,0
4861,4861,0.944,121.085,4,1,sweetheart,1981,0.596429598,0.442827107,0.467,4,-6.886,0,0.715,50,0
4862,4862,0.58,86.962,4,0.976,jealousy,1996,0.389699028,0,0,10,-7.115,1,0.486,78,0
4863,4863,0.001,91.994,5,0.938,love,2006,0.481678238,0.328194413,0,6,-9.007,1,0.131,93,0
4864,4864,0.389,99.984,4,0.857,round and round,1991,0.702823104,0.470879188,0.131,9,-5.238,1,0.314,81,0
4865,4865,0.603,245.999,3,0.788,clair,1973,0.493753793,0.402004779,0.234,8,-8.489,0,0.591,72,0
4866,4866,0.649,122.13,4,0.393,mirror mirror,1982,0.503772803,0.353434695,0.131,4,-9.973,1,0.648,86,0
4867,4867,0.485,130.122,4,0.739,to be with you,1992,0.499617154,0.385456038,0,9,-8.81,1,0.246,12,1
4868,4868,0.709,109.076,4,0.926,do you wanna dance,1973,0.680549295,0.502711007,7.726,4,-12.401,1,0.687,77,0
4869,4869,1,94.066,4,0.582,wishing well,1988,0.569043472,0.372335253,5.004,8,-8.998,1,0.756,12,1
4870,4870,0.72,159.922,4,0.415,best friend,1995,0.536181273,0.312535834,0.061,9,-9.183,0,0.794,98,0
4871,4871,0.228,130.019,4,0,my all,1998,0.432840745,0.264936487,0,4,-6.732,0,0.056,17,1
4873,4873,0.511,214.046,4,1,get up,2006,0.643931814,0.533584847,0.073,8,-4.767,0,0.309,80,0
4874,4874,0.037,125.983,4,0.763,rise,1980,0.466265934,0,0,11,-8.944,1,0.459,54,0
4875,4875,0.638,192.455,4,0.485,why me,1973,0.59400302,0.391501207,0,6,-5.19,0,0.568,6,1
4876,4876,0.933,137.862,4,1,never again,2007,0.644955726,0.421333675,0,2,-6.264,1,0.735,70,0
4877,4877,0.578,183.267,4,0,maniac,1983,0.569815055,0.397052347,0.521,11,-6.175,1,0.517,9,1
4878,4878,0.597,118.183,4,0.865,express yourself,1989,0.5444334,0.383663566,0,8,-13.116,0,0.615,55,0
4879,4879,0.004,95.845,7,0.841,mirage,1967,0.557869373,0.414084185,5.358,8,-16.598,1,0.167,96,0
4880,4880,0,93.586,4,0.872,abc,1970,0.790056889,0.667375632,0.148,1,-8.357,1,0,15,1
4882,4882,0.406,119.088,4,0.832,rainy night in georgia,1970,0.563236431,0.445438103,0,7,-11.346,1,0.565,37,1
4883,4883,0.005,125.049,4,0.761,you and i,1983,0.670103653,0.647934925,0,1,-3.997,1,0.143,12,1
4884,4884,0.722,120.531,4,1,fire,1979,0.678343806,0.486535501,0.131,0,-6.336,0,0.534,15,1
4885,4885,0.485,153.486,5,1,piece of my heart,1991,0.564975643,0.370588373,0,2,-11.335,1,0.456,84,0
4886,4886,0.46,90.109,4,0.541,incomplete,2005,0.19631206,0,0,6,-10.452,1,0.485,64,0
4887,4887,0.534,83.588,4,0.063,valerie,1988,0.70492351,0.487506612,0.125,3,-8.584,1,0.542,96,0
4888,4888,0.311,92.102,1,0.229,always,1995,0.652444234,0.436548966,0.183,10,-8.984,1,0.337,17,1
4889,4889,0.728,98.896,4,0.423,heaven,2004,0.474238795,0.349488912,0,3,-8.596,1,0.726,37,1
4890,4890,0.741,129.138,4,0.914,ben,1972,0.685072024,0.52184985,0,2,-18.618,1,0.744,20,1
4891,4891,0.103,119.994,4,0.903,walk on water,1989,0.491298936,0.355699122,2.339,5,-9.995,1,0.429,72,0
4892,4892,0.085,154.174,1,0.107,i want to be your man,1988,0.45712234,0.351434522,0.264,5,-5.695,0,0.159,59,0
4893,4893,0.769,138.159,4,0.932,from a distance,1991,0.133249212,0,0,7,-8.769,1,0.744,15,1
4894,4894,0.049,125.881,4,0.461,more and more,1993,0.524821393,0.362162159,0,7,-12.233,1,0.359,79,0
4895,4895,0.851,70.215,1,0,for all we know,1971,0.638939864,0.383315622,0.177,1,-15.12,1,0.731,35,1
4896,4896,0.265,85.829,3,1,last dance,1978,0.595140098,0.447221079,0,6,-4.309,1,0.482,34,1
4897,4897,0.743,107.843,4,0.323,if,1993,0.83319845,0.485892188,0.061,0,-8.995,0,0.664,19,1
4898,4898,0.947,137.062,4,0.295,proud mary,1971,0.480448464,0.391704973,0.421,5,-10.754,1,0.722,55,0
4899,4899,0.448,100.032,4,0.98,tell it like it is,1981,0.546490343,0.386193875,2.096,5,-6.89,1,0.405,87,0
4900,4900,0.106,125.3,4,0.897,you should be dancing,1976,0.567370602,0.368804092,0,11,-4.018,0,0.373,31,1
4901,4901,0.016,126.006,4,0.98,never again,2007,0.562429664,0.336461662,0,11,-9.569,1,0.344,70,0
4902,4902,0.413,100.031,4,0.965,revolution,1968,0.463739001,0.363750799,0,8,-4.513,0,0.367,78,0
4903,4903,0.394,140.062,4,0.586,fallin in love,1975,0.449981325,0.286941089,0,9,-3.188,0,0.398,44,1
4904,4904,0.369,133.323,5,0.858,unwritten,2006,0.542732215,0.381153466,0,10,-8.097,1,0,6,1
4905,4905,0.54,92.203,4,0.803,celebration,1981,0.473662123,0.383168685,0,7,-9.987,1,0.735,6,1
4906,4906,0.529,120.577,3,0.632,signs,1991,0.735842347,0.504463368,0.2,9,-12.793,0,0.595,73,0
4907,4907,1,160.048,4,0.163,believe,1999,0.547083537,0.352189384,0,2,-10.017,1,0.986,1,1
4908,4908,0.872,155.763,4,0.433,joanna,1984,0.492237768,0.310640254,0,0,-4.655,1,0.636,24,1
4909,4909,0.06,117.184,4,1,china girl,1983,0.69857744,0.471263069,6.287,8,-15.031,1,0.55,62,0
4910,4910,0.104,124.291,4,1,dangerous,2008,0.620800577,0.443740316,0,8,-11.537,0,0.171,29,1
4911,4911,0.698,101.986,4,0.601,i believe,1995,0.606614932,0.407253136,0.653,2,-10.791,1,0.813,27,1
4912,4912,0.727,0,3,1,deeper and deeper,1993,0.727024186,0.539725194,0,7,-7.064,1,0.513,66,0
4913,4913,0.086,85.309,3,1,get down,1973,0.52934147,0.322811992,0,11,-7.177,0,0.459,66,0
4914,4914,0.604,156.105,4,0.228,that girl,1996,0.472506894,0.325726894,0.398,0,-12.672,1,0.327,90,0
4915,4915,0,100.032,5,0.418,easy,1977,0.633730981,0.43468689,0,8,-9.731,0,0.12,33,1
4916,4916,0.503,157.905,4,0.857,one more try,1991,0.406891617,0.336812099,2.061,10,-14.053,1,0.361,5,1
4917,4917,0.945,125.067,4,1,pump it,2006,0.460607612,0.267911487,0,9,-6.228,1,0.668,89,0
4918,4918,0.569,126.208,5,1,baby love,1986,0.558384455,0.340632714,0,10,-17.702,0,0.41,85,0
4919,4919,0.893,115.112,5,0.946,you,2007,0.590064328,0.387828567,0,3,-10.911,1,0.675,40,1
4920,4920,0.214,89.977,3,0.692,circus,2009,0.618638909,0.406697955,1.222,9,-7.374,1,0.04,27,1
4921,4921,0.76,91.212,1,0.668,angel of the morning,1981,0.608275271,0.401580377,0.363,9,-8.206,1,0.717,25,1
4922,4922,0.362,100.124,4,0.566,angel,2003,0.462883884,0,0.066,5,-6.884,1,0.269,69,0
4923,4923,0.857,149.942,4,0.258,missing you,2001,0.426906573,0.331429938,0,2,-6.689,1,0.664,49,1
4924,4924,0.577,128.129,4,0,understanding,1994,0.593403335,0.336198139,0.472,10,-9.086,1,0.66,58,0
4925,4925,0.467,114.009,4,1,top of the world,1974,0.487626155,0.182160582,0.125,4,-2.393,0,0.359,39,1
4926,4926,0.373,205.869,4,1,here and now,1990,0.555708868,0.386194496,0.665,8,-13.032,1,0.398,43,1
4928,4928,0.712,161.184,4,0.149,talk to me,1986,0.591982106,0.327418969,0.334,11,-11.529,1,0.759,57,0
4929,4929,0.631,127.905,4,0.594,forever,2010,0.397070775,0.304317499,2.937,7,-5.958,1,0.706,71,0
4932,4932,0.067,43.477,4,0,out of the blue,1988,0.458814527,0.359295374,0.231,9,-17.236,0,0.314,54,0
4933,4933,0.098,104.043,4,0.763,i shot the sheriff,1997,0.719492291,0.467565441,0,2,-10.21,0,0.249,85,0
4934,4934,0.48,92.504,4,0.588,umbrella,2007,0.695455914,0.49929259,0,11,-4.114,1,0.598,2,1
4936,4936,0.432,105.781,4,1,music,2001,0.557984779,0.414947421,0.484,2,-11.089,1,0.531,83,0
4937,4937,0.717,97.948,4,1,mysterious ways,1992,0.420759542,0.352633894,0.557,3,-15.031,1,0.382,57,0
4938,4938,0.413,159.413,4,0.619,reflections,1967,0.671768178,0.445964522,0.137,5,-2.922,0,0.456,41,1
4939,4939,0.406,128.014,5,0.519,love song,2008,0.720808697,0.467133519,0.42,7,-4.835,1,0.613,7,1
4940,4940,0.338,89.25,1,0,here i am,1982,0.347542149,0.290365806,0,9,-5.185,1,0.061,80,0
4941,4941,0.678,108.921,5,1,missing you,2001,0.522479408,0.386440011,0,7,-12.774,1,0.665,49,1
4942,4942,0.84,120.772,4,0.592,all i need,1985,0.601320394,0.335218222,0,1,-10.777,1,0.79,42,1
4943,4943,0.591,130.03,1,0,butterfly,2001,0.453716239,0.343661047,0.177,4,-10.717,1,0.487,29,1
4944,4944,0.43,112.427,4,1,too much,1998,0.811890081,0.604991013,3.228,4,-4.384,0,0.18,69,0
4945,4945,0.192,78.936,4,1,one,1999,0.84233279,0.747251066,0,7,-10.059,1,0.451,70,0
4946,4946,0.859,134.902,4,0.536,shine,1994,0.56086863,0.380601663,2.386,5,-9.414,1,0.676,31,1
4947,4947,0.492,90.183,4,0.125,black and white,1972,0.52620289,0.400194227,0.328,9,-6.599,1,0.431,63,0
4948,4948,0.07,108.768,3,1,last night,2007,0.694357746,0.520784107,0.119,10,-5.033,0,0.491,42,1
4949,4949,0.393,90.704,5,1,free your mind,1992,0.504646351,0.342776027,0.432,9,-11.11,1,0.182,93,0
4950,4950,0.639,96.186,4,0.405,this is it,1980,0.702080715,0.514489131,0,5,-12.88,0,0.6,28,1
4951,4951,0.534,125.979,4,0.764,yes,2000,0.587353184,0.433651375,0,7,-5.778,1,0.612,79,0
4953,4953,0.631,124.971,1,0,spooky,1968,0.774693307,0.519037622,0.374,9,-5.375,0,0.625,26,1
4954,4954,0.696,158.892,4,0.264,it might be you,1983,0.56942383,0.412925182,3.669,7,-27.523,1,0.686,95,0
4955,4955,0.377,166.906,3,1,tell me,1996,0.59279938,0.442704174,0.131,9,-4.215,1,0.488,58,0
4956,4956,0.007,164.609,4,0.673,freedom,1985,0.533744841,0.415762047,0.218,2,-10.526,1,0.102,76,0
4957,4957,0.6,165.986,4,0.851,baby face,1976,0.482642189,0.36271828,0.148,8,-3.014,1,0.407,68,0
4958,4958,0.693,120.396,4,0.996,lost in love,1980,0.592348483,0.423088132,0.154,1,-4.883,1,0.382,15,1
4959,4959,0.178,131.175,4,0,one,1999,0.543167968,0.434380743,0.389,5,-11.25,1,0.379,70,0
4960,4960,0.225,119.992,4,0.228,what you need,1986,0.429308837,0.389180259,0,8,-8.159,1,0.397,56,0
4961,4961,0.309,115.939,4,1,romeo,1990,0.765263788,0.594469275,1.603,0,-10.108,1,0.447,80,0
4962,4962,0.481,77.65,4,0,on my own,1986,0.526636055,0,0,1,-3.735,0,0.6,4,1
4963,4963,0.019,42.913,1,0,i know what you want,2003,0.80982817,0.539644312,3.03,6,-4.142,1,0.232,17,1
4964,4964,0.003,86.664,4,0.694,show me love,1998,0.515171847,0.434017672,0.417,2,-5.739,0,0.183,29,1
4965,4965,0.481,85.514,3,1,revolution,1968,0.745641087,0.524859204,0.351,4,-12.024,0,0.445,78,0
4966,4966,0.857,78.454,3,0.425,amazing grace,1971,0.162311436,0.520056818,0.398,7,-28.937,1,0.804,80,0
4967,4967,0.626,102.93,4,0.14,get together,1969,0.707066935,0.430518556,0.338,2,-11.404,1,0.596,16,1
4968,4968,0.825,84.699,1,0,sorry,2008,0.643368475,0.462153849,0,2,-9.917,1,0.949,44,1
4969,4969,0.363,91.036,3,1,follow me,2001,0.638646386,0.453222125,0,0,-8.608,1,0.469,19,1
4970,4970,0.466,148.626,4,0.09,talking in your sleep,1984,0.529819135,0.410228511,0.154,7,-5.369,1,0.774,19,1
4971,4971,0.12,151.126,4,0.879,december,1995,0.591812551,0.410617969,0,2,-8.234,0,0.364,41,1
4972,4972,0.692,174.15,4,0.239,i believe,1995,0.730669502,0.623835201,0.425,5,-11.71,1,0.666,27,1
4973,4973,0.538,107.589,1,0,fantasy,1996,0.575047345,0.386161199,0.143,1,-12.375,0,0.629,49,1
4974,4974,0.468,120.018,4,0.812,jump,1992,0.583172225,0.381082055,2.334,4,-4.574,1,0.237,3,1
4975,4975,0.024,115.057,4,0.944,i need to know,2000,0.74164667,0.461090223,0.386,5,-2.481,0,0.466,23,1
4976,4976,0.749,87.748,4,0.802,here i go again,1987,0.482121118,0,0.131,7,-11.529,1,0.635,7,1
4977,4977,0.625,143.871,1,0,all by myself,1997,0.565474372,0.394462786,0.144,5,-15.534,1,0.576,49,1
4978,4978,0.611,110.198,4,0.735,down,2010,0.813938868,0.724708598,0.311,7,-5.608,1,0.743,41,1
4979,4979,0.519,157.609,4,0,nobody,1997,0.509807251,0.333122574,0,0,-15.293,1,0.416,16,1
4980,4980,0.667,130.004,1,0,dance with me,2001,0.494580128,0.337271758,0.189,4,-4.729,0,0.505,93,0
4981,4981,0.321,181.262,4,0.06,bitch,1997,0.553015476,0.398051722,0.322,11,-5.885,1,0.169,15,1
4982,4982,0.05,105.512,4,1,walk this way,1986,0.686988955,0.657630786,0,11,-3.791,0,0.322,89,0
4983,4983,0.565,125.864,4,0.639,goodbye,2009,0.564398009,0.375131531,0.299,3,-8.462,1,0.661,96,0
4984,4984,0.602,98.734,4,0.231,summer in the city,1966,0.460607612,0.251294325,0.535,8,-6.12,1,0.688,11,1
4985,4985,0.276,161.983,4,0.613,crush,2008,0.542732215,0.273783414,0.292,8,-7.471,1,0.414,76,0
4986,4986,0.564,111.123,4,0.677,lullaby,1999,0.490071037,0.380555494,0.27,7,-15.574,1,0.678,46,1
4987,4987,0.406,98.615,3,0.998,fly away,1999,0.613802998,0.41670913,0,10,-5.105,0,0.343,29,1
4988,4988,0.37,161.57,4,0.756,missing you,2001,0.539318141,0.39479439,0.171,6,-3.686,1,0.104,49,1
4989,4989,0,99.97,4,1,love,2006,0.841570223,0.454161114,0.304,9,-8.945,1,0.08,93,0
4990,4990,0.484,210.933,7,0.397,nightshift,1985,0.685017577,0.504114015,0.343,1,-10.695,1,0.427,40,1
4991,4991,0,105.009,4,0.952,together,1981,0.620353229,0.454478536,0.101,9,-6.473,1,0,53,0
4992,4992,0.408,117.265,4,0.552,lady marmalade,2001,0.387240764,0.342591949,0.322,7,-3.755,0,0.53,24,1
4994,4994,0.488,100.072,4,1,rock the boat,2002,0.597945479,0.344394762,0,7,-8.125,0,0.396,85,0
4995,4995,0.864,147.818,1,0,halo,2009,0.528849233,0.290031291,0.107,4,-4.116,0,0.468,24,1
4996,4996,0.641,95.872,4,0,just the two of us,1981,0.315443981,0.22167782,0.078,1,-10.782,1,0.507,18,1
4997,4997,0.67,157.988,4,0.096,contagious,2001,0.941896455,0.598596745,0.444,1,-3.974,1,0.694,81,0
4998,4998,0.447,156.005,4,0.734,it must have been love,1990,0.507470605,0.293415818,0.167,10,-7.972,1,0.614,2,1
4999,4999,0,110.996,4,0.652,night fever,1978,0.367823866,0.25223164,0.113,11,-15.116,1,0.246,2,1
5000,5000,0.3,74.71,4,0.172,eternal flame,1989,0.477040075,0.369238215,0.067,7,-9.152,1,0.511,32,1
5001,5001,0.178,72.101,4,0.998,beep,2006,0.556294245,0.274273096,0,10,-18.219,1,0.333,84,0
5002,5002,0.899,85.372,3,1,shake it,2008,0.55446578,0.369030093,0,7,-5.299,1,0.729,32,1
5003,5003,0.529,103.991,4,1,fields of gold,1993,0.379734512,0.3138661,0.444,2,-18.09,1,0.653,87,0
5004,5004,0.483,139.897,4,0,gimme gimme good lovin,1969,0.56056152,0.467007123,0.235,11,-5.24,1,0.481,89,0
5005,5005,0.543,114.168,4,0.717,stand by me,1987,0.500623372,0.339797036,0.176,8,-16.471,1,0.581,67,0
5006,5006,0.779,74.548,1,0.66,sunshine on my shoulders,1974,0.754357091,0.520456969,0.484,10,-17.245,1,0.761,18,1
5007,5007,0.002,119.375,4,0.398,roses,2004,0.677030252,0.418166195,2.711,6,-12.18,1,0.248,56,0
5008,5008,0.493,124.99,4,1,genie in a bottle,1999,0.831240277,0.725746082,0,1,-8.07,1,0.266,7,1
5009,5009,0.544,164.622,4,0.326,hold on,1995,0.568210414,0.332352464,0,7,-10.774,1,0.604,52,0
5010,5010,0.71,192.047,4,0.026,never ending song of love,1971,0.550669027,0.375552028,0,2,-10.644,1,0.684,67,0
5011,5011,0.644,95.008,4,0.601,say yes,2003,0.597777476,0.39186381,2.299,1,-6.665,1,0.621,100,0
5012,5012,0.702,126.944,4,1,green light,2009,0.811698706,0.570355262,0,11,-5.533,0,0.526,92,0
5013,5013,0.91,193.897,1,0,sorry,2008,0.543196514,0.35485641,0,8,-4.9,1,0.601,44,1
5014,5014,0.013,85.32,3,1,always and forever,1978,0.621667818,0.404845059,0,4,-7.627,0,0.186,75,0
5015,5015,0.05,126.099,4,0,telephone,2010,0.939227165,0.838447768,0.206,0,-4.822,1,0.357,16,1
5016,5016,0.689,106.891,4,0.475,light my fire,1968,0.663447128,0.438326669,0.305,6,-6.963,1,0.661,52,0
5017,5017,0.678,180.016,3,0.906,with you,2008,0.676902048,0.425522061,0.125,5,-3.786,0,0.683,9,1
5018,5018,0,89.995,4,1,with you,2008,0.850584462,0.57333743,0.074,10,-5.137,0,0.229,9,1
5019,5019,0.617,120.088,4,0,la isla bonita,1987,0.535807485,0.391435081,0,11,-9.052,1,0.508,58,0
5020,5020,0.696,81.966,4,0.804,hurdy gurdy man,1968,0.422707274,0.35487502,0.219,0,-9.031,1,0.608,61,0
5021,5021,0.795,140.017,4,0.29,love song,2008,0.531674037,0.358203887,0.427,11,-7.27,1,0.518,7,1
5022,5022,0.669,91.966,4,0.404,we belong together,2005,0.507517041,0.398350054,0.154,5,-10.116,1,0.547,1,1
5023,5023,0.714,131.741,4,0.399,playboy,1968,0.528450846,0.444984062,2.218,5,-5.201,0,0.615,41,1
5024,5024,0.916,120.728,4,1,girlfriend,2007,0.656682481,0.428943314,3.744,6,-7.671,1,0.696,12,1
5025,5025,0.334,89.522,3,0.034,i wish,2001,0.534591677,0.453600367,9.16,1,-9.847,1,0.427,87,0
5026,5026,0.475,92.756,4,0,for all we know,1971,0.739779752,0.49295572,0,6,-16.144,1,0.589,35,1
5027,5027,0.655,128.564,4,0.057,over and over,2005,0.408514706,0.272015763,0.404,11,-7.007,0,0.674,48,1
5028,5028,0.434,67.451,4,0,fantasy,1996,0.325860092,0.272080971,7.129,6,-5.507,0,0.592,49,1
5029,5029,0.53,121.171,4,0.449,where is the love,2003,0.584398275,0.436409232,0.171,11,-9.677,0,0.512,26,1
5030,5030,0.159,100.168,4,0.228,music,2001,0.577973753,0.368336782,0,8,-8.801,1,0.343,83,0
5031,5031,0.909,135.054,4,0.126,dust in the wind,1978,0.543759974,0.486568191,0,1,-7.89,1,0.588,39,1
5032,5032,0.063,207.175,4,0.667,butterfly,2001,0.699954886,0.508306727,0.2,7,-4.768,1,0.221,29,1
5033,5033,0.696,110.923,4,0.864,automatic,1984,0.693887091,0.443512832,2.101,5,-8.869,1,0.51,48,1
5034,5034,0.38,142.006,4,0.937,back in the day,1994,0.457764275,0.327835479,0,2,-6.779,1,0.297,93,0
5035,5035,0.608,87.602,4,0.877,i want you,2003,0.538355836,0.247753022,0,6,-6.766,1,0.563,95,0
5036,5036,0,106.713,3,1,jaded,2001,0.507864599,0.398604172,0,2,-17.436,1,0,47,1
5037,5037,0.808,145.011,4,0.382,battlefield,2009,0.834714482,0.585534416,0.119,2,-4.445,1,0.55,57,0
5038,5038,0.624,148.031,1,0,these dreams,1986,0.672594,0.444134686,0,9,-9.251,1,0.659,33,1
5039,5039,0.08,100.019,4,0.338,gives you hell,2009,0.840651579,0.614973974,0,11,-6.091,1,0.248,10,1
5040,5040,0.556,118.041,4,0.335,hands,1999,0.768695713,0.509528367,0.183,5,-7.566,0,0.625,54,0
5041,5041,0.698,169.205,4,0.278,stir it up,1973,0.593420296,0.407283888,0,2,-7.113,1,0.744,91,0
5042,5042,0.849,88.918,4,0.974,good enough,1993,0.48688841,0.368373463,0.34,5,-7.619,1,0.653,49,1
5043,5043,1,136.198,4,0.8,amazing grace,1971,0.797192651,0.494853986,0.415,7,-18.169,1,1,80,0
5044,5044,0.079,175.91,4,0.976,my love,2007,0.506082374,0.350007398,0,7,-13.166,1,0.448,26,1
5045,5045,0.107,84.944,4,0.6,love is all around,1968,0.642280769,0.411195688,0.158,10,-8.296,1,0.457,40,1
5046,5046,0.274,121.092,3,1,over and over,2005,0.747625575,0.509979857,0.229,0,-8.83,1,0.482,48,1
5047,5047,0.567,127.965,4,0.718,bad girls,1979,0.634800176,0.344762409,0.81,4,-8.11,0,0.49,2,1
5048,5048,0.737,129.992,4,0.794,obsession,1985,0.619530991,0.354369616,2.653,9,-4.923,1,0.571,56,0
5049,5049,0.296,134.086,4,1,heartbreaker,1999,0.86303917,0.514269744,0,0,-5.201,0,0.52,35,1
5051,5051,0.767,125.001,4,1,with you,2008,0.892688611,0.852186238,0,10,-4.638,0,0.675,9,1
5052,5052,0.749,90.025,3,1,joy to the world,1971,0.743443765,0.547326211,0,0,-4.857,1,0.489,1,1
5053,5053,0.541,137.359,1,0,saturday night,1976,0.699329094,0.463029191,3.477,7,-9.158,1,0.55,64,0
5054,5054,0.396,85.021,4,0,superstar,2008,0.475231776,0.262906153,0,11,-8.688,0,0.42,63,0
5055,5055,0.01,118.325,4,0,too busy thinking about my baby,1969,0.773345239,0.540847559,0.427,6,-8.857,1,0.361,14,1
5056,5056,0.825,112.768,4,0.744,get down tonight,1975,0.625928646,0.472258001,0.369,5,-9.532,1,0.635,64,0
5057,5057,0.485,122.953,4,1,time,1996,0.475730978,0.365841574,0.976,7,-6.632,1,0.468,50,0
5059,5059,0.405,93.13,4,1,the one,1992,0.80418875,0.5532567,0.258,7,-6.376,1,0.484,43,1
5060,5060,0,101.151,4,1,one more time,1997,0.531776686,0.354957831,0.247,9,-6.933,1,0,90,0
5061,5061,0.054,226.82,7,0,never again,2007,0.47949055,0.379734961,0.316,2,-4.502,1,0.29,70,0
5062,5062,0.372,235.997,4,1,heaven,2004,0.749029875,0.575501205,4.331,1,-5.093,1,0.461,37,1
5063,5063,1,126.963,4,1,baby come back,1978,0.385404639,0,0.223,7,-16.684,1,0.582,7,1
